alternative_motive_power,basic_colour,body_type,cc_rating,chassis7,class,engine_number,first_nz_registration_year,first_nz_registration_month,gross_vehicle_mass,height,import_status,industry_class,industry_model_code,make,model,motive_power,mvma_model_code,number_of_axles,number_of_seats,nz_assembled,original_country,power_rating,previous_country,road_transport_code,submodel,tla,postcode,transmission_type,vdam_weight,vehicle_type,vehicle_usage,vehicle_year,vin11,width,synthetic_greenhouse_gas,fc_combined,fc_urban,fc_extra_urban
,YELLOW,TRACTOR,8125,RD50472,,,1966.0,6.0,1999.0,0,NEW,CONSTRUCTING,,FORDSON,SUPER MAJOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,DUNEDIN CITY,9011,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,3474,578675,,54032,1969.0,11.0,3501.0,0,NEW,UNKNOWN,,FERGUSON,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGANUI DISTRICT,4571,,0,TRACTOR,OTHER,1969,,0,,,,
,RED,TRACTOR,2705,2A850G3,,UAG436A488,1973.0,8.0,1999.0,0,NEW,UNKNOWN,,DAVID BROWN,850,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1962,,0,,,,
,WHITE,TRACTOR,3045,990A/49,,A2447A72015,1967.0,6.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,990,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAIPARA DISTRICT,310,,0,TRACTOR,OTHER,1967,,0,,,,
,RED,TRACTOR,6800,103689,,80360,1974.0,11.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HOROWHENUA DISTRICT,5575,,0,TRACTOR,OTHER,1974,,0,,,,
,BLUE,TRACTOR,25,245N306,,152U93310DL,1978.0,2.0,3501.0,0,NEW,ELECTRICITY/GAS/WATER,,LEYLAND,245,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,9320,,0,TRACTOR,OTHER,1978,,0,,,,
,WHITE,TRACTOR,1400,1643,,7262E,1978.0,12.0,0.0,0,NEW,PRIVATE,,HOMEBUILT,POWER PONY,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,4310,,0,TRACTOR,AGRICULTURAL,1978,,0,,,,
,RED,TRACTOR,3382,7673X,,322514,1981.0,7.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,584,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,OTOROHANGA DISTRICT,3972,,0,TRACTOR,OTHER,1981,,0,,,,
,BLUE,TRACTOR,4398,,,B402087,1982.0,7.0,3501.0,0,NEW,PRIVATE,,FORD,6610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,9876,,0,TRACTOR,OTHER,1982,,0,,,,
,ORANGE,TRACTOR,3040,39610,,700142273,1968.0,9.0,3501.0,0,NEW,UNKNOWN,,ZETOR,4511,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SELWYN DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1968,,0,,,,
,GREEN,TRACTOR,5883,A37433L,,52A39300,1983.0,7.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,3140,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SELWYN DISTRICT,7571,,0,TRACTOR,OTHER,1982,,0,,,,
,GREEN,TRACTOR,3920,436577L,,524322CD,1983.0,3.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1640,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4072,,0,TRACTOR,OTHER,1983,,0,,,,
,RED,TRACTOR,2500,222774,,735536,1984.0,8.0,0.0,0,NEW,PRIVATE,,MASSEY,254,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,981,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,5300,K284045,,V528674,1984.0,10.0,3501.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,TRACTOR,MASSEYFERGUS,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,THAMES-COROMANDEL DISTRICT,3576,,0,TRACTOR,AGRICULTURAL,1984,,0,,,,
,BLUE,TRACTOR,3294,BA48087,,839220,1986.0,3.0,0.0,0,NEW,UNKNOWN,,FORD,56102WD,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,8083,,0,TRACTOR,OTHER,1986,,0,,,,
,ORANGE,TRACTOR,0,876619,,157072,1988.0,1.0,0.0,0,NEW,PRIVATE,,FIAT,45-66 W/CAB,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,TAURANGA CITY,3180,,0,TRACTOR,OTHER,1987,,0,,,,
,ORANGE,TRACTOR,2200,10100,,1855,1991.0,2.0,0.0,0,NEW,PRIVATE,,KUBOTA,L405,DIESEL,,0,0,UNKNOWN,USSR - RUSSIA,0,NONE,,,ROTORUA DISTRICT,3010,,0,TRACTOR,OTHER,1986,,0,,,,
,BLUE,TRACTOR,3290,BD19791,,3571262F10,1993.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4630,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,GISBORNE DISTRICT,4072,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,GREY,TRACTOR,2300,TEA1171,,,1994.0,1.0,0.0,0,RE-REG,UNKNOWN,,FERGUSON,TEA,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TASMAN DISTRICT,7120,,0,TRACTOR,OTHER,1956,,0,,,,
,WHITE,TRACTOR,3800,2970682,,696401CD,1994.0,5.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,WARMAN WHEEL TRACTOR,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NONE,,,MATAMATA-PIAKO DISTRICT,3473,,0,TRACTOR,OTHER,1984,,0,,,,
,BLUE,TRACTOR,4393,BC54947,,2558710E16,1994.0,1.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,6610,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TIMARU DISTRICT,7985,,0,TRACTOR,OTHER,1992,,0,,,,
,BLUE,TRACTOR,2400,B098814,,0243108P19,1994.0,2.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,4000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,ASHBURTON DISTRICT,7775,,0,TRACTOR,OTHER,1967,,0,,,,
,RED,TRACTOR,0,3101,,3058452,1994.0,11.0,0.0,0,RE-REG,UNKNOWN,,MASSEY,HARRIS 744 D,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIMAKARIRI DISTRICT,7472,,0,TRACTOR,OTHER,1950,,0,,,,
,GREEN,TRACTOR,6786,6800V13,,CD6068T172521,1994.0,9.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,6800,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,PALMERSTON NORTH CITY,4476,,0,TRACTOR,OTHER,1994,,0,,,,
,BLUE,TRACTOR,4000,,,B436945,1994.0,10.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,7710,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,CLUTHA DISTRICT,9230,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,5900,JJF1031,,,1994.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,CASE,MAXXUM 5130,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NONE,,,TARARUA DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1994,,0,,,,
,RED,TRACTOR,6000,C11173,,U573230Y,1994.0,7.0,0.0,0,NEW,PRIVATE,,MASSEY FERGUSON,399,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9874,,0,TRACTOR,OTHER,1994,,0,,,,
,GREEN,TRACTOR,4500,L06400V,,CD4045T163893,1994.0,12.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,6400MFWD,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,GISBORNE DISTRICT,4075,,0,TRACTOR,OTHER,1994,,0,,,,
,RED,TRACTOR,82,JJE0033,,086979,1995.0,6.0,0.0,0,NEW,UNKNOWN,,CASE,INTERNATIONAL 895 XL,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SELWYN DISTRICT,7571,,0,TRACTOR,OTHER,1993,,0,,,,
,ORANGE,TRACTOR,2550,512122,,385993,1974.0,7.0,1999.0,0,NEW,UNKNOWN,,FIAT,FIAT 500,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,0,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,RED,TRACTOR,3045,990A449,,AD447A3629,1964.0,4.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,DAVID BROWN,DAVID BROW,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4071,,0,TRACTOR,AGRICULTURAL,1964,,0,,,,
,RED,TRACTOR,2630,TEA6102,,S30389E,1949.0,7.0,0.0,0,NEW,UNKNOWN,,FERGUSON,TEA,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,600,,0,TRACTOR,OTHER,1949,,0,,,,
,RED,TRACTOR,3500,P45451,,CAG431124,1954.0,3.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,DAVID BROW 3,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMATE DISTRICT,7924,,0,TRACTOR,OTHER,1954,,0,,,,
,RED,TRACTOR,3495,101216,,212UA110960,1973.0,1.0,0.0,0,NEW,PRIVATE,,MASSEY FERGUSON,,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,MARLBOROUGH DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,RED,TRACTOR,0,TEA1223,,572201,1959.0,4.0,0.0,0,NEW,UNKNOWN,,FERGUSON,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7630,,0,TRACTOR,OTHER,1959,,0,,,,
,RED,TRACTOR,0,104031,,27435,1977.0,2.0,1999.0,0,NEW,UNKNOWN,,TRACTOR,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,3300,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,2500,600295,,152UA2774251,1977.0,9.0,0.0,0,NEW,UNKNOWN,,MASSEY,148,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGAREI DISTRICT,176,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,BLUE,TRACTOR,3293,B310020,,,1978.0,11.0,0.0,0,NEW,UNKNOWN,,FORD,4600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,2360,,,A171027,1981.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,FERGUSON 575,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1981,,0,,,,
,RED,TRACTOR,2500,Z122066,,U510737,1980.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,245,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTH WAIRARAPA DISTRICT,0,,0,TRACTOR,OTHER,1979,,0,,,,
,RED,TRACTOR,6500,80059,,239DT2DO,1983.0,11.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAPITI COAST DISTRICT,5032,,0,TRACTOR,OTHER,1976,,0,,,,
,BLUE,TRACTOR,0,,,B439722,1984.0,1.0,3501.0,0,NEW,UNKNOWN,,FORD,4610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2678,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,2500,J510003,,J510003J200914,1986.0,5.0,0.0,0,NEW,CONSTRUCTING,,INTERNATIONAL,483,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,0,,0,TRACTOR,OTHER,1986,,0,,,,
,RED,TRACTOR,2800,244332,,13694,1988.0,11.0,0.0,0,RE-REG,UNKNOWN,,MASSEY,FERGUSON,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,2122,,0,TRACTOR,OTHER,1952,,0,,,,
,GREY,TRACTOR,2400,546031E,,546031E,1989.0,12.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,THAMES-COROMANDEL DISTRICT,3575,,0,TRACTOR,OTHER,1949,,0,,,,
,GREEN,TRACTOR,7600,RW4960P,,RG6076A180611,1992.0,8.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,4960,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,CENTRAL OTAGO DISTRICT,9384,,0,TRACTOR,OTHER,1992,,0,,,,
,WHITE,TRACTOR,600,9313885,,D600375165,1993.0,1.0,0.0,0,NEW,PRIVATE,,HOMEBUILT,WALKER MDD42 GHS,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,CENTRAL HAWKE'S BAY DISTRICT,4210,,0,TRACTOR,OTHER,1993,,0,,,,
,GREEN,TRACTOR,7600,6404DR,,6404DR-11551030RG,1994.0,2.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,4230,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,ASHBURTON DISTRICT,7775,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,4500,9040,,AD264-20020,1994.0,10.0,0.0,0,RE-REG,UNKNOWN,,CUSTOMBUILT,IHC A554,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NONE,,,WAITAKI DISTRICT,9401,,0,TRACTOR,OTHER,1967,,0,,,,
,ORANGE,TRACTOR,4000,23203,,XP70T23152,1994.0,11.0,0.0,0,NEW,PRIVATE,,SAME,EXPLORER 80,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WAIMAKARIRI DISTRICT,7400,,0,TRACTOR,OTHER,1994,,0,,,,
,ORANGE,TRACTOR,3200,4953195,,6453278,1995.0,7.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FIAT,640,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,MARLBOROUGH DISTRICT,7273,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,3815,606D624,,D23615740,1977.0,6.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,606,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,3949,SNMYW33,,1991477C,1970.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,35X,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HASTINGS DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1964,,0,,,,
,RED,TRACTOR,2500,76209,,152UA38085D,1967.0,11.0,0.0,0,NEW,PRIVATE,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,3879,,0,TRACTOR,OTHER,1967,,0,,,,
,BLUE,TRACTOR,3612,RS14637,,,1967.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9691,,0,TRACTOR,OTHER,1967,,0,,,,
,ORANGE,TRACTOR,3500,DF35740,,4017,1973.0,7.0,0.0,0,NEW,UNKNOWN,,SAME,PEIFINO 35,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1973,,0,,,,
,BLUE,TRACTOR,3293,B183996,,4008782F01,1973.0,1.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,,0,,0,TRACTOR,OTHER,1973,,0,,,,
,WHITE,TRACTOR,0,,,AD4-47A-66706,1978.0,6.0,3501.0,0,NEW,PRIVATE,,DAVID BROWN,TRACTOR 990,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,7975,,0,TRACTOR,OTHER,1973,,0,,,,
,BLUE,TRACTOR,3293,B378836,,4463759L16,1981.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HURUNUI DISTRICT,7383,,0,TRACTOR,OTHER,1981,,0,,,,
,GREEN,TRACTOR,2940,465822L,,340010CD,1983.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1140,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GISBORNE DISTRICT,4071,,0,TRACTOR,AGRICULTURAL,1983,,0,,,,
,BLUE,TRACTOR,0,00491,,,1984.0,11.0,3501.0,0,NEW,UNKNOWN,,ISEKI,T6000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WELLINGTON CITY,6011,,0,TRACTOR,OTHER,1984,,0,,,,
,BLUE,TRACTOR,5393,141,,547986,1989.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,ISEKI,SX954WD,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,HOROWHENUA DISTRICT,5573,,0,TRACTOR,OTHER,1989,,0,,,,
,RED,TRACTOR,2934,DO30406,,179D120315996,1991.0,1.0,0.0,0,NEW,UNKNOWN,,CASE,V633 INTERNATIONAL,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,TASMAN DISTRICT,7120,,0,TRACTOR,OTHER,1988,,0,,,,
,GREY,TRACTOR,2092,S78264E,,S78264E,1990.0,12.0,0.0,0,RE-REG,UNKNOWN,,FERGUSON,TEA 20,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,NEW PLYMOUTH DISTRICT,4310,,0,TRACTOR,OTHER,1950,,0,,,,
,ORANGE,TRACTOR,1237,55125,,,1993.0,5.0,0.0,0,NEW,PRIVATE,,KUBOTA,B2150,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,AUCKLAND,2580,,0,TRACTOR,OTHER,1993,,0,,,,
,BLUE,TRACTOR,2000,U904941,,LEM85322063,1992.0,12.0,0.0,0,RE-REG,UNKNOWN,,FORD,F1900,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,DUNEDIN CITY,9018,,0,TRACTOR,AGRICULTURAL,1981,,0,,,,
,RED,TRACTOR,2526,5800525,,HD5404452,1994.0,1.0,0.0,0,RE-REG,UNKNOWN,,DAVID BROWN,880,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TASMAN DISTRICT,7120,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,3500,SF39310,,SHMY305064,1994.0,5.0,0.0,0,RE-REG,UNKNOWN,,FERGUSON,1963,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TAURANGA CITY,3173,,0,TRACTOR,OTHER,1963,,0,,,,
,GREEN,TRACTOR,4525,LO6400V,,CD4045T116762,1993.0,10.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,6400,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,ASHBURTON DISTRICT,7771,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,GREEN,TRACTOR,3920,626505,,760884,1994.0,1.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,2450,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,ASHBURTON DISTRICT,7784,,0,TRACTOR,AGRICULTURAL,1988,,0,,,,
,RED,TRACTOR,1527,19A0978,,19A0978C,1993.0,12.0,0.0,0,RE-REG,PRIVATE,,MASSEY FERGUSON,35X,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,PALMERSTON NORTH CITY,4477,,0,TRACTOR,OTHER,1964,,0,,,,
,RED,TRACTOR,1852,,,FAA141919,1995.0,7.0,0.0,0,RE-REG,PRIVATE,,CUSTOMBUILT,MCCORMACK DEERING FA,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,SELWYN DISTRICT,7510,,0,TRACTOR,OTHER,1946,,0,,,,
,GREEN,TRACTOR,4000,S/N1382,,L06400V,1995.0,6.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,6400,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,AUCKLAND,2678,,0,TRACTOR,OTHER,1995,,0,,,,
,RED,TRACTOR,2500,68173,,152UA23095D,1968.0,2.0,1999.0,0,NEW,UNKNOWN,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,AGRICULTURAL,1968,,0,,,,
,RED,TRACTOR,2186,DF11178,,SF50377EHD,1969.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,MASSEY FERG,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1968,,0,,,,
,RED,TRACTOR,4750,,,SF46419EHD,1966.0,8.0,1999.0,0,NEW,UNKNOWN,,MASSEY,FERGUSON,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,8081,,0,TRACTOR,OTHER,1966,,0,,,,
,WHITE,TRACTOR,3544,995,,45505139184,1974.0,10.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,THAMES-COROMANDEL DISTRICT,3591,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,4125,19288,,,1961.0,4.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,B250,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,RANGITIKEI DISTRICT,4710,,0,TRACTOR,OTHER,1961,,0,,,,
,BLUE,TRACTOR,2589,,,B206780,1973.0,12.0,0.0,0,NEW,UNKNOWN,,FORD,2000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WELLINGTON CITY,6037,,0,TRACTOR,OTHER,1973,,0,,,,
,RED,TRACTOR,3382,102809,,D152745,1975.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,474,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GORE DISTRICT,9775,,0,TRACTOR,OTHER,1975,,0,,,,
,BLUE,TRACTOR,2868,,,B267429,1976.0,7.0,0.0,0,NEW,UNKNOWN,,FORD,3600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,WHITE,TRACTOR,2695,885/163,,355011-32912,1976.0,7.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,885D,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TARARUA DISTRICT,4998,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,ORANGE,TRACTOR,2000,416323,,416323,1976.0,12.0,3501.0,0,NEW,UNKNOWN,,TRACTOR,MINNI APPOL,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HASTINGS DISTRICT,4102,,0,TRACTOR,OTHER,1946,,0,,,,
,ORANGE,TRACTOR,6000,60N2316,,,1977.0,1.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,NUFFIELD,10/60,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,7072,,0,TRACTOR,OTHER,1968,,0,,,,
,BLUE,TRACTOR,4200,4725250,,498NT177780061,1981.0,3.0,0.0,0,NEW,UNKNOWN,,LEYLAND,472,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9881,,0,TRACTOR,OTHER,1981,,0,,,,
,BLUE,TRACTOR,3100,,,B434760,1984.0,1.0,0.0,0,NEW,PRIVATE,,FORD,3910,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9792,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,2500,178317,,KN1842,1984.0,3.0,3501.0,0,NEW,UNKNOWN,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,3873,,0,TRACTOR,OTHER,1972,,0,,,,
,YELLOW,TRACTOR,3294,282479,,282479,1976.0,12.0,0.0,0,NEW,UNKNOWN,,FORD,550 INDUSTRIAL,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NONE,,,NELSON CITY,0,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,RED,TRACTOR,0,2610156,,,1985.0,3.0,0.0,0,NEW,CONSTRUCTING,,INTERNATIONAL,1066,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAPITI COAST DISTRICT,5036,,0,TRACTOR,OTHER,1976,,0,,,,
,PURPLE,OTHER COMMERCIAL TRAILER,0,A100,TD,,1986.0,2.0,80000.0,1,RE-REG,PRIVATE,,TRAILER,REWI TRACTOR,,,3,0,UNKNOWN,NEW ZEALAND,0,NONE,,LWSA8,GISBORNE DISTRICT,4087,,24000,TRAILER/CARAVAN,TRANSPORT LICENSED GOODS,1986,7AT0H900X10,3050,,,,
,RED,TRACTOR,1850,S1909SE,,S19095E,1989.0,4.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,TE A20,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MATAMATA-PIAKO DISTRICT,3300,,0,TRACTOR,OTHER,1951,,0,,,,
,BLUE,TRACTOR,4400,BB63086,,,1988.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,6610 TRACTOR,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MATAMATA-PIAKO DISTRICT,3473,,0,TRACTOR,OTHER,1988,,0,,,,
,YELLOW,TRACTOR,5800,697,,,1975.0,9.0,0.0,0,NEW,UNKNOWN,,AVELING BARFORD,BARFOR LG3,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9412,,0,TRACTOR,OTHER,1975,,0,,,,
