alternative_motive_power,basic_colour,body_type,cc_rating,chassis7,class,engine_number,first_nz_registration_year,first_nz_registration_month,gross_vehicle_mass,height,import_status,industry_class,industry_model_code,make,model,motive_power,mvma_model_code,number_of_axles,number_of_seats,nz_assembled,original_country,power_rating,previous_country,road_transport_code,submodel,tla,postcode,transmission_type,vdam_weight,vehicle_type,vehicle_usage,vehicle_year,vin11,width,synthetic_greenhouse_gas,fc_combined,fc_urban,fc_extra_urban
,BLUE,TRACTOR,3293,21139,,300495,1976.0,11.0,0.0,0,NEW,PRIVATE,,FORD,4600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7471,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,3475,SERIELN,,226500,1978.0,10.0,0.0,0,NEW,UNKNOWN,,FERGUSON,MASSEY,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,1050,,0,TRACTOR,OTHER,1978,,0,,,,
,WHITE,TRACTOR,3594,4550515,,11083244,1978.0,8.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,3371,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,4000,1798,,111132,1979.0,2.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TARARUA DISTRICT,0,,0,TRACTOR,OTHER,1979,,0,,,,
,RED,TRACTOR,2500,A223055,,U617709,1981.0,5.0,0.0,0,NEW,UNKNOWN,,MASSEY,MF245,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,1025,,0,TRACTOR,OTHER,1980,,0,,,,
,BLUE,TRACTOR,4200,6084631,,B389466,1981.0,8.0,0.0,0,NEW,UNKNOWN,,FORD,5600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,3288,,0,TRACTOR,OTHER,1981,,0,,,,
,ORANGE,TRACTOR,504,,,10083787,1983.0,1.0,0.0,0,NEW,UNKNOWN,,CASE,A504BDTI,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,9272,,0,TRACTOR,OTHER,1981,,0,,,,
,ORANGE,TRACTOR,3600,5396A,,B4848A,1983.0,4.0,0.0,0,NEW,UNKNOWN,,CASE,DC,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,7700,,0,TRACTOR,OTHER,1945,,0,,,,
,RED,TRACTOR,3700,6627,,,1977.0,1.0,0.0,0,NEW,UNKNOWN,,ZETOR,,OTHER,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,RUAPEHU DISTRICT,3994,,0,TRACTOR,OTHER,1977,,0,,,,
,BLUE,TRACTOR,0,646842,,646842,1986.0,7.0,0.0,0,NEW,UNKNOWN,,ISEKI,TD4451,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,SOUTH TARANAKI DISTRICT,0,,0,TRACTOR,OTHER,1986,,0,,,,
,BLUE,TRACTOR,4195,AA66000,,AA66000,1987.0,4.0,0.0,0,NEW,PRIVATE,,FORD,5610,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGANUI DISTRICT,4574,,0,TRACTOR,OTHER,1987,,0,,,,
,BLUE,TRACTOR,3300,00330,,,1990.0,4.0,0.0,0,NEW,UNKNOWN,,ISEKI,SX65,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,WHAKATANE DISTRICT,0,,0,TRACTOR,OTHER,1990,,0,,,,
,RED,TRACTOR,2500,894682M,,152UA16498D,1990.0,7.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FERGUSON,135 FERGUSON,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,HASTINGS DISTRICT,4175,,0,TRACTOR,AGRICULTURAL,1967,,0,,,,
,WHITE,TRACTOR,8750,1139927,,113992,1991.0,11.0,0.0,0,RE-REG,UNKNOWN,,CASE,1394,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,DUNEDIN CITY,9092,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,5880,JKA0037,,52111338,1991.0,9.0,0.0,0,NEW,UNKNOWN,,CASE,INTERNATIONAL 5130,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,CHRISTCHURCH CITY,7677,,0,TRACTOR,AGRICULTURAL,1991,,0,,,,
,BLUE,TRACTOR,3000,J15A,,E1ADDN6015,1992.0,11.0,0.0,0,RE-REG,UNKNOWN,,FORD,MAJOR,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SELWYN DISTRICT,7510,,0,TRACTOR,AGRICULTURAL,1959,,0,,,,
,RED,TRACTOR,0,IBH5891,,IBHM5643,1992.0,2.0,0.0,0,RE-REG,PRIVATE,,INTERNATIONAL,I-4,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,0,,0,TRACTOR,OTHER,1948,,0,,,,
,RED,TRACTOR,3915,131397,,2060T20130027,1979.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,HOMEBUILT,474 HYRDO,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGAREI DISTRICT,173,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,6000,B152003,,U559096X,1993.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FERGUSON,3085,DIESEL,,0,0,UNKNOWN,FRANCE,0,NONE,,,PALMERSTON NORTH CITY,4472,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,RED,TRACTOR,5000,097811,,473014,1993.0,10.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,BELARUS,920,DIESEL,,0,0,UNKNOWN,USSR - RUSSIA,0,NEW ZEALAND,,,TARARUA DISTRICT,4920,,0,TRACTOR,OTHER,1982,,0,,,,
,BLUE,TRACTOR,3300,4271963,,,1994.0,2.0,0.0,0,NEW,UNKNOWN,,FORD,7840,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,SOUTH TARANAKI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,ORANGE,TRACTOR,3800,GON9239,,GON/2/2580/7,1993.0,12.0,0.0,0,RE-REG,UNKNOWN,,NUFFIELD,10/60,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,ASHBURTON DISTRICT,7784,,0,TRACTOR,OTHER,1967,,0,,,,
,GREEN,TRACTOR,0,L06400,,CD4045T159561,1994.0,8.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,6400V126385,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,CHRISTCHURCH CITY,7672,,0,TRACTOR,OTHER,1994,,0,,,,
,BLUE,TRACTOR,3000,,,R48787,1995.0,3.0,0.0,0,RE-REG,UNKNOWN,,FORDSON,MAJOR,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TASMAN DISTRICT,7020,,0,TRACTOR,OTHER,1958,,0,,,,
,RED,TRACTOR,2500,F79882,,152UA44043D,1967.0,12.0,0.0,0,NEW,UNKNOWN,,MASSEY,MF135DM/P,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,3873,,0,TRACTOR,OTHER,1967,,0,,,,
,GREEN,TRACTOR,5200,576350D,,,1970.0,6.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,MB4LB,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,3210,,0,TRACTOR,OTHER,1970,,0,,,,
,RED,TRACTOR,5250,SNMYW37,,19DY846,1965.0,7.0,0.0,0,NEW,PRIVATE,,FERGUSON,35X,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7276,,0,TRACTOR,AGRICULTURAL,1965,,0,,,,
,RED,TRACTOR,2259,17407,,SJ12221ED,1970.0,4.0,1999.0,0,NEW,PRIVATE,,MASSEY,35,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,0,,0,TRACTOR,OTHER,1958,,0,,,,
,RED,TRACTOR,3330,F522856,,29F2780,1967.0,9.0,3501.0,0,NEW,PRIVATE,,FERGUSON,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9883,,0,TRACTOR,AGRICULTURAL,1967,,0,,,,
,RED,TRACTOR,3330,SNDYW60,,2997727C,1964.0,11.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY,MASSEY FERG,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9892,,0,TRACTOR,OTHER,1964,,0,,,,
,RED,TRACTOR,2432,D6131,,44841,1965.0,8.0,0.0,0,NEW,PRIVATE,,MASSEY,FERGUSON,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7691,,0,TRACTOR,OTHER,1965,,0,,,,
,BLUE,TRACTOR,4193,,,5749788121,1974.0,7.0,0.0,0,NEW,PRIVATE,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,RUAPEHU DISTRICT,4696,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,RED,TRACTOR,2478,135-458,,152UA429066DL,1977.0,3.0,0.0,0,NEW,UNKNOWN,,MASSEY,MASSEY FER 1,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,0,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,3413,165M,,212UA227525L,1978.0,1.0,3501.0,0,NEW,UNKNOWN,,MASSEY,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,3873,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,2500,H320078,,U503592,1978.0,12.0,1999.0,0,NEW,PRIVATE,,FERGUSON,MASSEY,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9492,,0,TRACTOR,OTHER,1978,,0,,,,
,ORANGE,TRACTOR,3594,9951111,,45505154633,1980.0,3.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,0,,0,TRACTOR,OTHER,1980,,0,,,,
,RED,TRACTOR,3000,,,F108028N,1981.0,6.0,1999.0,0,NEW,UNKNOWN,,INTERNATIONAL,F20,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,7676,,0,TRACTOR,OTHER,1934,,0,,,,
,RED,TRACTOR,3195,1950021,,11050318,1981.0,6.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,1290,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4473,,0,TRACTOR,OTHER,1981,,0,,,,
,BROWN,TRACTOR,3650,2261R,,774486,1983.0,7.0,0.0,0,NEW,PRIVATE,,FIAT,780DT,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SELWYN DISTRICT,7571,,0,TRACTOR,OTHER,1980,,0,,,,
,BLUE,TRACTOR,4195,,,BA23042,1985.0,3.0,0.0,0,NEW,UNKNOWN,,FORD,5610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,7677,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,3382,,,330128,1985.0,4.0,3501.0,0,NEW,PRIVATE,,INTERNATIONAL,585,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,OTHER,1985,,0,,,,
,GREEN,TRACTOR,2933,G652849,,D801497,1989.0,3.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1750,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,MATAMATA-PIAKO DISTRICT,3372,,0,TRACTOR,OTHER,1989,,0,,,,
,BLUE,TRACTOR,6572,BB59502,,1290-808F10,1989.0,2.0,0.0,0,NEW,PRIVATE,,FORD,7810X4SQ,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTHLAND DISTRICT,9792,,0,TRACTOR,OTHER,1989,,0,,,,
,BLUE,TRACTOR,0,A299375,,6B17C,1990.0,11.0,0.0,0,USED,PRIVATE,,FORD,6600,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,OTHER,,,AUCKLAND,871,,0,TRACTOR,OTHER,1979,,0,,,,
,RED,TRACTOR,3000,,,248UA67834,1991.0,3.0,0.0,0,RE-REG,PRIVATE,,MASSEY FERGUSON,188,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,WAIMATE DISTRICT,0,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,3860,LD22781,,,1991.0,3.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,265,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TAURANGA CITY,3118,,0,TRACTOR,AGRICULTURAL,1982,,0,,,,
,GREEN,TRACTOR,6600,LO225OU,,CD4239D918560,1992.0,4.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2250,DIESEL,,0,0,UNKNOWN,OTHER,0,NONE,,,OPOTIKI DISTRICT,0,,0,TRACTOR,OTHER,1991,,0,,,,
,GREEN,TRACTOR,1750,742000,,935436,1991.0,11.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1750,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,AGRICULTURAL,1991,,0,,,,
,RED,TRACTOR,2710,378093,,,1992.0,10.0,0.0,0,NEW,PRIVATE,,FIAT,55-66,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,ASHBURTON DISTRICT,7774,,0,TRACTOR,OTHER,1987,,0,,,,
,RED,TRACTOR,4000,U889322,,U889322,1994.0,1.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,690,DIESEL,,0,0,UNKNOWN,FRANCE,0,NONE,,,WAIPA DISTRICT,0,,0,TRACTOR,OTHER,1985,,0,,,,
,GREEN,TRACTOR,5392,SN4030H,,SN6329OR05358486T,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,JOHN DEERE,4030,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,SELWYN DISTRICT,0,,0,TRACTOR,OTHER,1975,,0,,,,
,BLUE,TRACTOR,3500,B201196,,E4857013816,1994.0,3.0,0.0,0,NEW,UNKNOWN,,FORD,5000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIMATE DISTRICT,7988,,0,TRACTOR,OTHER,1972,,0,,,,
,ORANGE,TRACTOR,4940,867038,,017512,1994.0,3.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FIAT,850,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WAIMAKARIRI DISTRICT,7691,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,0,A208004,,CE22609U605469F,1995.0,6.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,245,DIESEL,,0,0,UNKNOWN,FRANCE,0,NONE,,,HAURAKI DISTRICT,3682,,0,TRACTOR,OTHER,1982,,0,,,,
,ORANGE,TRACTOR,3000,NT78170,,119759,1955.0,8.0,0.0,0,NEW,UNKNOWN,,NUFFIELD,PM4,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,0,,0,TRACTOR,OTHER,1955,,0,,,,
,RED,TRACTOR,2187,SHMY338,,CL18249840,1964.0,1.0,0.0,0,NEW,UNKNOWN,,MASSEY,FERGUSON,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4479,,0,TRACTOR,OTHER,1964,,0,,,,
,RED,TRACTOR,2600,SF36032,,SGM266852,1963.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FERGUSON,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1962,,0,,,,
,GREEN,TRACTOR,6500,81196-R,,,1965.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1965,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7400,,0,TRACTOR,AGRICULTURAL,1965,,0,,,,
,RED,TRACTOR,2187,SGM2061,,SF29720ELD,1961.0,2.0,0.0,0,NEW,UNKNOWN,,MASSEY,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,3610,,0,TRACTOR,OTHER,1961,,0,,,,
,RED,TRACTOR,2500,F442859,,152UA3769710,1975.0,2.0,0.0,0,NEW,PRIVATE,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9781,,0,TRACTOR,OTHER,1975,,0,,,,
,RED,TRACTOR,6000,C116569,,C02D610,1964.0,10.0,0.0,0,NEW,UNKNOWN,,FIAT,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,0,,0,TRACTOR,OTHER,1964,,0,,,,
,GREEN,TRACTOR,7683,4640P00,,6466AR10065508RG,1979.0,1.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,4640,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9683,,0,TRACTOR,OTHER,1978,,0,,,,
,ORANGE,TRACTOR,3200,50056,,15945,1983.0,4.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,KUBOTA,M5950DT,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTH TARANAKI DISTRICT,0,,0,TRACTOR,OTHER,1983,,0,,,,
,BLUE,TRACTOR,4195,B434763,,7229733G15,1984.0,3.0,0.0,0,NEW,UNKNOWN,,FORD,5610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MACKENZIE DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1984,,0,,,,
,RED,TRACTOR,2917,674848,,674848,1987.0,9.0,0.0,0,RE-REG,PRIVATE,,INTERNATIONAL,685XL,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAITOMO DISTRICT,0,,0,TRACTOR,OTHER,1985,,0,,,,
,BLUE,TRACTOR,4186,BB90397,,1616818MO8,1989.0,2.0,0.0,0,NEW,UNKNOWN,,FORD,TRACTOR,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,PALMERSTON NORTH CITY,0,,0,TRACTOR,OTHER,1989,,0,,,,
,RED,TRACTOR,3000,,,,1989.0,12.0,0.0,0,USED,UNKNOWN,,FERGUSON,,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,OTHER,,,TIMARU DISTRICT,0,,0,TRACTOR,OTHER,1960,,0,,,,
,GREEN,TRACTOR,3200,747852,,940091,1992.0,2.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2450,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,WAIKATO DISTRICT,0,,0,TRACTOR,OTHER,1992,,0,,,,
,GREEN,TRACTOR,3920,2250T71,,4239D906620,1992.0,11.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,2250,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,GISBORNE DISTRICT,4072,,0,TRACTOR,OTHER,1992,,0,,,,
,BLUE,TRACTOR,3000,B130718,,191105-092,1992.0,12.0,0.0,0,NEW,PRIVATE,,FORD,5000,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,ASHBURTON DISTRICT,7773,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,4326,WBK1255,,WBK110442,1994.0,1.0,0.0,0,RE-REG,PRIVATE,,MCCORMICK,W6,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,ASHBURTON DISTRICT,7773,,0,TRACTOR,OTHER,1945,,0,,,,
,ORANGE,TRACTOR,3770,112199,,16085,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,NUFFIELD,4-65,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SELWYN DISTRICT,0,,0,TRACTOR,OTHER,1968,,0,,,,
,GREY,TRACTOR,1100,C337888,,,1994.0,8.0,0.0,0,RE-REG,UNKNOWN,,CASE,MODEL C,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,WAIMAKARIRI DISTRICT,7400,,0,TRACTOR,OTHER,1936,,0,,,,
,BLUE,TRACTOR,5000,BD65155,,4406723MZZ,1994.0,8.0,0.0,0,NEW,VEHICLE TRADER,,FORD,6640X2 SLE,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9872,,0,TRACTOR,OTHER,1994,,0,,,,
,BLUE,TRACTOR,5000,BD59474,,BD59474,1994.0,8.0,0.0,0,NEW,PRIVATE,,FORD,6640 4WD SLCDP,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TIMARU DISTRICT,7991,,0,TRACTOR,AGRICULTURAL,1994,,0,,,,
,BLUE,TRACTOR,0,463186E,,LA315L,1995.0,5.0,0.0,0,RE-REG,UNKNOWN,,FORD,5610,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,HURUNUI DISTRICT,0,,0,TRACTOR,OTHER,1985,,0,,,,
,GREEN,TRACTOR,4530,L06400V,,,1995.0,3.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,6400,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,SELWYN DISTRICT,0,,0,TRACTOR,OTHER,1995,,0,,,,
,BLUE,TRACTOR,4193,B190168,,4305512J13,1973.0,2.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7178,,0,TRACTOR,OTHER,1973,,0,,,,
,GREEN,TRACTOR,2500,SNM2271,,CL1853509C,1961.0,1.0,0.0,0,NEW,PRIVATE,,FERGUSON,35,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,7677,,0,TRACTOR,OTHER,1961,,0,,,,
,RED,TRACTOR,2934,4812,,160575,1972.0,1.0,3501.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHAKATANE DISTRICT,0,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,2500,SMMY304,,1946741C,1963.0,6.0,0.0,0,NEW,UNKNOWN,,MASSEY,35X,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,0,,0,TRACTOR,OTHER,1963,,0,,,,
,GREY,TRACTOR,2400,TEA5087,,SC1Z1791E,1966.0,7.0,0.0,0,NEW,UNKNOWN,,FERGUSON,TRACTOR,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTH TARANAKI DISTRICT,4678,,0,TRACTOR,OTHER,1957,,0,,,,
,RED,TRACTOR,2934,4672,,160345,1972.0,6.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHAKATANE DISTRICT,3193,,0,TRACTOR,OTHER,1972,,0,,,,
,BROWN,TRACTOR,2695,780/1/6,,3550118450,1971.0,6.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,DAVID BROW 7,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,3374,,0,TRACTOR,OTHER,1971,,0,,,,
,RED,TRACTOR,3045,990/A/4,,AD4/47A/4764,1964.0,9.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,990A,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9495,,0,TRACTOR,OTHER,1964,,0,,,,
,RED,TRACTOR,3000,432230,,152UA34535,1974.0,3.0,0.0,0,NEW,UNKNOWN,,MASSEY,M/FER 135,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,7011,,0,TRACTOR,OTHER,1974,,0,,,,
,YELLOW,TRACTOR,2998,B263772,,771198,1976.0,3.0,0.0,0,NEW,PRIVATE,,FORD,3550,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HURUNUI DISTRICT,0,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,4200,1815,,05729,1975.0,10.0,0.0,0,NEW,UNKNOWN,,FARMALL,SFC,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7271,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,BLUE,TRACTOR,3293,B259877,,,1976.0,2.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,3495,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,RED,TRACTOR,4600,B115505,,463607,1977.0,6.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,674,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9822,,0,TRACTOR,OTHER,1977,,0,,,,
,WHITE,TRACTOR,3594,9951110,,45505149382,1977.0,7.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9781,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,3430,F158509,,212UA224169,1977.0,8.0,0.0,0,NEW,PRIVATE,,MASSEY,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9883,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
,GREEN,TRACTOR,6656,9716,,,1978.0,11.0,3501.0,0,NEW,UNKNOWN,,JOHN DEERE,R,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ASHBURTON DISTRICT,7772,,0,TRACTOR,OTHER,1951,,0,,,,
,BLUE,TRACTOR,4393,B391971,,6136411001,1981.0,11.0,0.0,0,NEW,UNKNOWN,,FORD,6600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MACKENZIE DISTRICT,0,,0,TRACTOR,OTHER,1981,,0,,,,
,RED,TRACTOR,1820,,,FOS3162,1981.0,12.0,2265.0,0,NEW,UNKNOWN,,INTERNATIONAL,FAIRWAY 12,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,3400,,0,TRACTOR,OTHER,1936,,0,,,,
