weighted_scr_tractor_count,scr_diesel_litres,scr_diesel_ml,def_low_ml,def_central_ml,def_high_ml
4214.002519,52500025.30848554,52.50002530848554,1.575000759254566,2.1000010123394217,2.6250012654242774
