region_key,annual_diesel_litres,active_licensed_count_geo_cohort,scr_diesel_litres,def_low_litres,def_central_litres,def_high_litres,diesel_litres_stage_v,diesel_litres_tier_1,diesel_litres_tier_2,diesel_litres_tier_3,diesel_litres_tier_4f,diesel_litres_tier_4i,diesel_litres_unregulated,regional_active_licensed_count,regional_diesel_litres,regional_diesel_ml,regional_scr_diesel_litres,regional_scr_diesel_ml,regional_def_central_ml,share_of_national_fleet,share_of_national_diesel,share_of_national_def_central,region_key_upper,fleet_share_pct,diesel_share_pct,def_share_pct,fleet_to_diesel_share_ratio,def_to_diesel_share_ratio,is_urban_hint,admin_bias_flag
CENTRAL HAWKE'S BAY DISTRICT,1400534.2712112344,211.98485858825947,381599.187863667,11447.975635910008,15263.96751454668,19079.959393183348,105105.44188974382,16652.999672516664,128308.31227120147,657829.1560352057,276493.7459739231,184105.95191643247,32038.66345221106,211.98485858825947,1400534.2712112344,1.4005342712112343,381599.187863667,0.381599187863667,0.0152639675145466,0.0067824307989737,0.006872100872429,0.007268552455383,CENTRAL HAWKE'S BAY DISTRICT,0.67824307989737,0.6872100872429,0.7268552455382999,0.9869515778187922,1.05769001216856,False,False
QUEENSTOWN-LAKES DISTRICT,1359259.2702183127,210.067848005876,321181.1112077174,9635.43333623152,12847.244448308697,16059.05556038587,83892.53960943934,15067.968243649808,116356.62580080693,675279.6746642708,237288.57159827807,171778.85084991757,59595.039451950186,210.067848005876,1359259.2702183127,1.3592592702183128,321181.1112077174,0.3211811112077173,0.0128472444483086,0.0067210962692224,0.0066695738967145,0.0061177325024223,QUEENSTOWN-LAKES DISTRICT,0.67210962692224,0.66695738967145,0.61177325024223,1.00772498712898,0.9172598725438752,False,False
MASTERTON DISTRICT,1261319.1786322347,197.96278148443693,301264.9398712507,9037.94819613752,12050.597594850027,15063.246993562536,80224.40866390732,14692.02976693158,127849.8275367798,609001.5290398544,221040.5312073434,153366.67485267285,55144.1775647453,197.96278148443693,1261319.1786322347,1.2613191786322346,301264.9398712507,0.3012649398712507,0.01205059759485,0.0063337960792683,0.0061890043007613,0.0057383770407927,MASTERTON DISTRICT,0.63337960792683,0.61890043007613,0.57383770407927,1.0233950036986061,0.9271890536716595,False,False
MACKENZIE DISTRICT,1234564.2757044004,187.645366454614,312681.91797238216,9380.457539171464,12507.276718895286,15634.095898619107,81665.12900752207,20158.36224597163,99672.7536658446,604650.5292868773,231016.78896486008,162676.44767746262,34724.26485586218,187.645366454614,1234564.2757044004,1.2345642757044004,312681.91797238216,0.3126819179723821,0.0125072767188952,0.0060036915900604,0.006057724120382,0.0059558431855049,MACKENZIE DISTRICT,0.60036915900604,0.6057724120382,0.59558431855049,0.9910803910432632,0.9831816482803653,False,False
SOUTH WAIRARAPA DISTRICT,1186689.7250214266,181.1729323792199,287562.95679299626,8626.888703789888,11502.518271719851,14378.147839649811,76423.75951870621,16236.422434801463,102764.26283937252,598795.2174490159,211139.19727429008,150174.83229480614,31156.033210434176,181.1729323792199,1186689.7250214266,1.1866897250214266,287562.95679299626,0.2875629567929962,0.0115025182717198,0.0057966068175459,0.0058228146659842,0.0054773870127357,SOUTH WAIRARAPA DISTRICT,0.57966068175459,0.58228146659842,0.5477387012735699,0.995499109976589,0.9406768593775748,False,False
STRATFORD DISTRICT,1121563.5026361323,177.6673663648457,256512.7343629505,7695.382030888515,10260.50937451802,12825.636718147529,66852.84662003763,24740.73181916966,109694.12406882842,546083.4207553702,189659.8877429129,137350.84158022056,47181.65004959311,177.6673663648457,1121563.5026361323,1.1215635026361324,256512.7343629505,0.2565127343629504,0.010260509374518,0.0056844466422293,0.0055032552100882,0.0048859544896541,STRATFORD DISTRICT,0.56844466422293,0.5503255210088199,0.48859544896540996,1.0329244102306854,0.8878298939684816,False,False
WHANGANUI DISTRICT,1058641.6264701472,168.71484389683744,260046.9142799228,7801.407428397683,10401.876571196912,13002.34571399614,70138.0858820946,28662.671630339835,103964.63309431548,481338.39403346606,189908.8283978282,129434.55496293044,55194.45846917259,168.71484389683744,1058641.6264701472,1.0586416264701473,260046.9142799228,0.2600469142799228,0.0104018765711969,0.0053980117311706,0.0051945119761785,0.0049532721699067,WHANGANUI DISTRICT,0.53980117311706,0.51945119761785,0.49532721699066995,1.0391759141042178,0.9535587159336428,False,False
RUAPEHU DISTRICT,1055271.27113511,165.2359028323873,255249.64309591497,7657.489292877449,10209.985723836598,12762.482154795747,68380.18381866348,20818.79200799949,102870.62642499935,507987.8636387421,186869.45927725144,129175.50433744042,39168.841630013645,165.2359028323873,1055271.27113511,1.05527127113511,255249.64309591497,0.2552496430959149,0.0102099857238365,0.005286703418018,0.005177974414539,0.0048618956199752,RUAPEHU DISTRICT,0.5286703418018,0.5177974414538999,0.48618956199752,1.0209983663058868,0.9389570574786357,False,False
WAITOMO DISTRICT,937447.5132435096,139.82174788251135,259358.9051245394,7780.767153736181,10374.356204981576,12967.94525622697,68998.78607041221,9825.168908423915,65979.16089390416,440130.37816136895,190360.1190541272,127461.06086467786,34692.83929059512,139.82174788251135,937447.5132435096,0.9374475132435096,259358.9051245394,0.2593589051245394,0.0103743562049815,0.0044735804977781,0.0045998402224357,0.0049401672399312,WAITOMO DISTRICT,0.44735804977781,0.45998402224357,0.49401672399312,0.9725512803593115,1.0739867041110596,False,False
CARTERTON DISTRICT,826652.6635896172,126.71010234723924,204786.00954928136,6143.58028647844,8191.440381971254,10239.300477464069,55350.75781707924,8656.714717272262,80041.24775709752,409882.7949632621,149435.25173220213,103710.90345727724,19574.993145426703,126.71010234723924,826652.6635896172,0.8266526635896172,204786.00954928136,0.2047860095492813,0.0081914403819712,0.0040540749298055,0.0040561952730631,0.0039006840157881,CARTERTON DISTRICT,0.40540749298055,0.40561952730631,0.39006840157881,0.9994772580916701,0.9616608060495166,False,False
KAPITI COAST DISTRICT,697140.8817103086,119.0750785703793,141681.1429441987,4250.4342883259615,5667.245717767949,7084.057147209936,37502.4712481555,15067.968243649808,81182.9819034922,304426.5537849065,104178.6716960432,73853.22686618412,80929.00796787726,119.0750785703793,697140.8817103086,0.6971408817103086,141681.1429441987,0.1416811429441987,0.0056672457177679,0.0038097932355376,0.0034207106244276,0.0026986871360859,KAPITI COAST DISTRICT,0.38097932355376,0.34207106244276,0.26986871360859,1.1137432112297154,0.7889258789721452,False,False
OPOTIKI DISTRICT,728888.7409642248,117.94899746470637,164251.01830111383,4927.530549033415,6570.040732044553,8212.550915055692,42396.37688705989,21855.160246745578,77265.55438161359,344156.35596411064,121854.64141405394,85741.18674689526,35619.465323745884,117.94899746470637,728888.7409642248,0.7288887409642248,164251.01830111383,0.1642510183011138,0.0065700407320445,0.003773764402044,0.0035764900978481,0.0031285893165953,OPOTIKI DISTRICT,0.3773764402044,0.35764900978481,0.31285893165953,1.055158632849171,0.8747652673434514,False,False
GREY DISTRICT,734480.4283165991,115.4198208432868,178837.72977783356,5365.131893335007,7153.509191113342,8941.886488891678,47919.50026212857,12710.740480848006,78053.54306412034,351251.8853635408,130918.229515705,89594.38948457141,24032.140145685,115.4198208432868,734480.4283165991,0.7344804283165991,178837.72977783356,0.1788377297778335,0.0071535091911133,0.0036928436913508,0.0036039272268941,0.0034064313060231,GREY DISTRICT,0.36928436913508,0.36039272268941,0.34064313060231,1.0246721031970807,0.9451998033153394,False,False
NELSON CITY,690367.1495025452,111.553956116831,157838.2590269448,4735.147770808344,6313.530361077793,7891.912951347241,41895.629919448,17404.87662595312,65841.23742643734,319170.19232879486,115942.62910749682,80283.0433194913,49829.54077492376,111.553956116831,690367.1495025452,0.6903671495025453,157838.2590269448,0.1578382590269448,0.0063135303610777,0.0035691558008099,0.003387473472027,0.0030064415797802,NELSON CITY,0.35691558008099,0.3387473472027,0.30064415797801997,1.0536335798001644,0.88751737972466,True,False
BULLER DISTRICT,748931.9635990345,110.98841930741162,200644.53430079544,6019.336029023863,8025.781372031817,10032.226715039773,53473.86206632302,4978.627430414745,48595.0696344373,364339.68956815655,147170.6722344724,101916.1810845542,28457.861580676243,110.98841930741162,748931.9635990345,0.7489319635990345,200644.53430079544,0.2006445343007954,0.0080257813720318,0.0035510615166252,0.0036748376003593,0.0038217988109877,BULLER DISTRICT,0.35510615166252,0.36748376003593,0.38217988109877,0.9663179445747486,1.0399912122957573,False,False
WESTLAND DISTRICT,705193.1710153457,110.9420734444769,147146.5157533739,4414.395472601217,5885.860630134956,7357.325787668696,37041.34151854496,6035.315049659317,68351.09563104583,368173.4719322606,110105.17423482894,86139.99571349952,29346.776935506536,110.9420734444769,705193.1710153457,0.7051931710153457,147146.5157533739,0.1471465157533739,0.0058858606301349,0.003549578686152,0.0034602213636474,0.0028027894251241,WESTLAND DISTRICT,0.3549578686152,0.34602213636474,0.28027894251241,1.0258241635761733,0.8100029248330215,False,False
MISSING_REGION,667124.7381845929,97.837698363553,199135.85445683368,5974.07563370501,7965.434178273347,9956.792722841685,,,,,,,,97.837698363553,667124.7381845929,0.667124738184593,199135.85445683368,0.1991358544568336,0.0079654341782733,0.0031303057355173,0.003273428283431,0.0037930620659081,MISSING_REGION,0.31303057355173003,0.3273428283431,0.37930620659081,0.9562774756245193,1.158742986705196,False,False
WAIROA DISTRICT,388381.0478057117,63.727488755382645,82223.35315866795,2466.7005947600383,3288.9341263467177,4111.167657933397,21305.66126865114,7071.683288405403,37948.68249698722,181374.35647523645,60917.69189001681,44187.50285404272,35575.46953237201,63.727488755382645,388381.0478057117,0.3883810478057117,82223.35315866795,0.0822233531586679,0.0032889341263467,0.0020389535618451,0.0019056968417861,0.0015661583527918,WAIROA DISTRICT,0.20389535618451,0.19056968417861,0.15661583527918,1.069925455684812,0.8218297467103581,False,False
KAIKOURA DISTRICT,356117.72678555787,60.34665976672908,68724.41911520968,2061.73257345629,2748.976764608387,3436.220955760484,17052.261202715046,11389.88095679229,44423.692868606406,167309.9594454342,51672.15791249463,39348.718899000014,24921.055500515296,60.34665976672908,356117.72678555787,0.3561177267855578,68724.41911520968,0.0687244191152096,0.0027489767646083,0.001930784333102,0.0017473881155467,0.0013090359235331,KAIKOURA DISTRICT,0.1930784333102,0.17473881155467,0.13090359235331,1.1049544837369583,0.7491386211720606,False,False
PORIRUA CITY,341379.92323208926,50.55605365856728,89261.12524634492,2677.833757390348,3570.445009853797,4463.056262317246,24829.84420438896,2225.1418103962287,22920.950153892027,171094.59501871746,64431.281041955954,43427.01092206108,12451.100080677532,50.55605365856728,341379.92323208926,0.3413799232320892,89261.12524634492,0.0892611252463449,0.0035704450098537,0.001617535033832,0.0016750730892462,0.0017002110898395,PORIRUA CITY,0.1617535033832,0.16750730892462,0.17002110898395,0.965650420997395,1.015007106707572,True,False
LOWER HUTT CITY,249045.79789182649,39.25878314438331,59360.51777007416,1780.815533102225,2374.4207108029664,2968.025888503708,16086.195101054833,3149.7434772352303,28682.35141734393,121003.1321271867,43274.322669019326,29732.445148290702,7117.607951695765,39.25878314438331,249045.79789182649,0.2490457978918265,59360.51777007416,0.0593605177700741,0.0023744207108029,0.0012560801828109,0.0012220106855986,0.0011306759838929,LOWER HUTT CITY,0.12560801828109,0.12220106855986,0.11306759838929,1.0278798684936303,0.9252586718086185,True,False
UPPER HUTT CITY,225244.06135734508,36.46012970208081,46264.10662734357,1387.923198820307,1850.564265093743,2313.2053313671786,11604.32487253235,3017.6575248296585,25982.51084728953,113155.42236765068,34659.78175481122,26151.09461921472,10673.269371016942,36.46012970208081,225244.06135734508,0.2252440613573451,46264.10662734357,0.0462641066273435,0.0018505642650937,0.0011665375926979,0.0011052210162801,0.0008812206538092,UPPER HUTT CITY,0.11665375926978999,0.11052210162801,0.08812206538092,1.0554790177843127,0.7973252777758155,True,False
KAWERAU DISTRICT,26243.188880353613,5.028294147873955,4700.465820783177,141.0139746234953,188.0186328313271,235.0232910391589,1300.9617382583572,528.3438096222866,7598.174941763703,10418.642373101417,3399.50408252482,2108.6465802527364,888.9153548302942,5.028294147873955,26243.188880353613,0.0262431888803536,4700.465820783177,0.0047004658207831,0.0001880186328313,0.0001608796841527,0.0001287693167579,8.95326391399557e-05,KAWERAU DISTRICT,0.01608796841527,0.012876931675790002,0.00895326391399557,1.2493634990326996,0.6952948217337099,False,False
