tla,weighted_tractor_count,annual_diesel_litres,weighted_scr_tractor_count,scr_diesel_litres,regional_diesel_ml,regional_scr_diesel_ml,def_low_ml,def_central_ml,def_high_ml,scenario_name
MARLBOROUGH DISTRICT,1412.8133844334366,9615131.293152664,216.65834957456315,2701453.2056019246,9.615131293152665,2.7014532056019247,0.08104359616805773,0.10805812822407698,0.13507266028009624,baseline_current_structure
MASTERTON DISTRICT,197.97359628602888,1261319.1786322347,24.209217740970896,301264.9398712507,1.2613191786322346,0.3012649398712507,0.00903794819613752,0.012050597594850028,0.015063246993562537,baseline_current_structure
MATAMATA-PIAKO DISTRICT,1090.8343014353588,7232557.854348387,153.46685809073182,1914082.9306251842,7.232557854348387,1.9140829306251843,0.057422487918755524,0.07656331722500737,0.09570414653125922,baseline_current_structure
NAPIER CITY,238.3687935075635,1552599.9340525512,31.551570767566997,392143.16384529753,1.5525999340525511,0.3921431638452975,0.011764294915358926,0.0156857265538119,0.019607158192264877,baseline_current_structure
NELSON CITY,111.55933931646068,690367.1495025452,12.689114900213148,157838.2590269448,0.6903671495025453,0.15783825902694482,0.004735147770808344,0.006313530361077793,0.007891912951347241,baseline_current_structure
NEW PLYMOUTH DISTRICT,522.9005177726485,3186451.35092871,51.444777603193465,637134.0157966003,3.18645135092871,0.6371340157966002,0.019114020473898007,0.02548536063186401,0.031856700789830016,baseline_current_structure
OPOTIKI DISTRICT,117.95395062300415,728888.7409642247,13.253090273306857,164251.0183011138,0.7288887409642246,0.1642510183011138,0.004927530549033414,0.006570040732044552,0.00821255091505569,baseline_current_structure
OTOROHANGA DISTRICT,268.179886942269,1753482.9923406693,36.48833496016243,454731.6921786621,1.7534829923406692,0.4547316921786621,0.013641950765359862,0.018189267687146488,0.022736584608933106,baseline_current_structure
PALMERSTON NORTH CITY,742.2436245459617,4810163.628036168,99.01126400608717,1236150.1508692638,4.810163628036168,1.2361501508692638,0.037084504526077915,0.04944600603477055,0.061807507543463196,baseline_current_structure
PORIRUA CITY,50.5593880532853,341379.92323208926,7.130150018078263,89261.12524634492,0.34137992323208927,0.08926112524634491,0.0026778337573903476,0.003570445009853797,0.004463056262317246,baseline_current_structure
QUEENSTOWN-LAKES DISTRICT,210.0831162620112,1359259.2702183127,25.87558088004898,321181.1112077174,1.3592592702183128,0.32118111120771736,0.00963543333623152,0.012847244448308696,0.01605905556038587,baseline_current_structure
RANGITIKEI DISTRICT,352.959699402742,2337476.6882684147,50.92448465913343,635514.4188864813,2.337476688268415,0.6355144188864813,0.019065432566594438,0.025420576755459254,0.03177572094432407,baseline_current_structure
