scenario_name,national_weighted_fleet,national_diesel_ml,national_scr_tractor_count,national_scr_diesel_ml,def_low_ml,def_central_ml,def_high_ml,tier4f_count,stagev_count,modern_tiers_count,modern_tiers_share_pct,scr_share_pct,delta_national_diesel_ml_vs_baseline,pct_delta_national_diesel_ml_vs_baseline,delta_national_scr_tractor_count_vs_baseline,pct_delta_national_scr_tractor_count_vs_baseline,delta_national_scr_diesel_ml_vs_baseline,pct_delta_national_scr_diesel_ml_vs_baseline,delta_def_central_ml_vs_baseline,pct_delta_def_central_ml_vs_baseline,delta_modern_tiers_share_pct_vs_baseline,pct_delta_modern_tiers_share_pct_vs_baseline,delta_scr_share_pct_vs_baseline,pct_delta_scr_share_pct_vs_baseline
baseline_current_structure,31254.997636000004,203.80001650298792,4214.002519000001,52.50002530848555,1.5750007592545665,2.1000010123394217,2.6250012654242774,3498.002788,715.999731,9473.00096,30.308755963842557,13.482651856438618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate_modernization,31254.997636000004,217.88222385179023,5931.5023219,75.9270085203897,2.277810255611691,3.037080340815588,3.796350426019485,4690.8021727,1240.7001492,12135.8014188,38.82835494065689,18.97777242212299,14.082207348802314,6.90981658904618,1717.4998028999998,40.75697143407426,23.426983211904158,44.622803654377805,0.9370793284761665,44.62280365437781,8.51959897681433,28.109365448644468,5.4951205656843705,40.75697143407426
accelerated_modernization,31254.997636000004,231.29049461834708,7649.002124799999,99.3539917322939,2.980619751968817,3.974159669291757,4.967699586614696,5883.6015574,1765.4005674,14132.9017629,45.21805417326764,24.47289298780736,27.490478115359167,13.48894793389584,3434.999605799999,81.51394286814849,46.85396642380836,89.24560730875568,1.8741586569523352,89.24560730875572,14.909298209425081,49.19138953512783,10.990241131368741,81.51394286814852
scr_push,31254.997636000004,234.42064827611284,7509.2018542,100.86782806873777,3.026034842062133,4.034713122749511,5.043391403436889,5394.001008,2115.2008462,11470.1013041,36.6984551964533,24.025603654344167,30.620631773124927,15.024842636691346,3295.199335199999,78.19642537807412,48.36780276025222,92.12910370242156,1.9347121104100893,92.1291037024216,6.389699232610745,21.082024086483344,10.542951797905548,78.19642537807411
delayed_replacement,31254.997636000004,210.1638014072862,4739.9023631,59.79745783032667,1.7939237349098,2.391898313213067,2.9898728915163337,3849.0024927,890.8998704,10138.7010747,32.43865570804614,15.165262267179008,6.363784904298285,3.1225634882149214,525.8998440999994,12.47981798133328,7.297432521841124,13.899864769515919,0.2918973008736452,13.899864769515933,2.129899744203584,7.027341362161123,1.6826104107403896,12.479817981333262
