national_fleet_weighted,national_diesel_ml,national_def_central_ml,region_count,urban_hint_count,admin_bias_flag_count,missing_region_key_count,top_region_by_diesel,top_region_by_fleet,top_region_by_def
31254.997636,203.80001650298792,2.1000010123394217,67,14,5,1,AUCKLAND,AUCKLAND,AUCKLAND
