region_key,scenario_name,year,regional_active_licensed_count,regional_diesel_ml,regional_scr_diesel_ml,regional_def_central_ml,def_low_ml,def_high_ml
UPPER HUTT CITY,accelerated_modernization,2030,36.46201007498336,0.256075044703083,0.0947067730985339,0.0037882709239413,0.0028412031929560167,0.004735338654926695
WAIKATO DISTRICT,accelerated_modernization,2030,733.0743901278075,5.445182934579273,2.3141853750630244,0.0925674150025209,0.06942556125189073,0.11570926875315123
WAIMAKARIRI DISTRICT,accelerated_modernization,2030,504.5197979376124,3.4386145877800054,1.274927767536551,0.050997110701462,0.03824783302609652,0.06374638837682754
WAIMATE DISTRICT,accelerated_modernization,2030,363.9401013010853,2.666100616043666,1.131372342889441,0.0452548937155776,0.03394117028668323,0.05656861714447206
WAIPA DISTRICT,accelerated_modernization,2030,842.1897176348002,6.275765478388098,2.678967570440765,0.1071587028176306,0.08036902711322294,0.13394837852203825
WAIROA DISTRICT,accelerated_modernization,2030,63.73102903949461,0.4374898407506933,0.1631493632463205,0.0065259745298528,0.004894480897389615,0.008157468162316026
WAITAKI DISTRICT,accelerated_modernization,2030,695.762179642879,5.030208161000246,2.0673691152519797,0.0826947646100791,0.06202107345755939,0.103368455762599
WAITOMO DISTRICT,accelerated_modernization,2030,139.82951290958047,1.0650745663514265,0.4837017118176885,0.0193480684727075,0.014511051354530655,0.024185085590884427
WELLINGTON CITY,accelerated_modernization,2030,291.47978273623136,2.382702609433873,1.2081276998236703,0.0483251079929468,0.03624383099471011,0.06040638499118352
WESTERN BAY OF PLENTY DISTRICT,accelerated_modernization,2030,570.1718752248761,4.268597465190656,1.923319690050176,0.076932787602007,0.05769959070150527,0.0961659845025088
WESTLAND DISTRICT,accelerated_modernization,2030,110.95131434582248,0.7972871628554647,0.3050564887149501,0.012202259548598,0.009151694661448504,0.015252824435747506
WHAKATANE DISTRICT,accelerated_modernization,2030,328.420419287488,2.430765071417324,1.0295238297690643,0.0411809531907625,0.030885714893071927,0.05147619148845322
WHANGANUI DISTRICT,accelerated_modernization,2030,168.7257309555788,1.2043905999365314,0.4922629677456055,0.0196905187098242,0.014767889032368165,0.02461314838728028
WHANGAREI DISTRICT,accelerated_modernization,2030,622.5160584335971,4.7013466748796695,2.126136768039732,0.0850454707215892,0.06378410304119196,0.10630683840198661
,accelerated_modernization,2030,97.84386394766987,0.7595493153501122,0.3613235559013109,0.0144529422360524,0.010839706677039327,0.018066177795065544
ASHBURTON DISTRICT,scr_push,2026,1768.4185532470422,11.548300232706268,2.9850375965857845,0.1194015038634313,0.08955112789757354,0.14925187982928922
AUCKLAND,scr_push,2026,2522.647686898933,16.627994866371708,4.528224253227087,0.1811289701290834,0.1358467275968126,0.22641121266135436
BULLER DISTRICT,scr_push,2026,110.98841930741162,0.7489319635990345,0.2006445343007954,0.0080257813720318,0.006019336029023862,0.01003222671503977
CARTERTON DISTRICT,scr_push,2026,126.71010234723924,0.8266526635896172,0.2047860095492813,0.0081914403819712,0.006143580286478439,0.010239300477464066
CENTRAL HAWKE'S BAY DISTRICT,scr_push,2026,211.98485858825947,1.4005342712112343,0.381599187863667,0.0152639675145466,0.01144797563591001,0.01907995939318335
CENTRAL OTAGO DISTRICT,scr_push,2026,466.6735547544266,3.072535368262651,0.7988469146038337,0.0319538765841533,0.02396540743811501,0.03994234573019169
CHRISTCHURCH CITY,scr_push,2026,910.1734148153114,5.884893087787286,1.541085409123813,0.0616434163649525,0.04623256227371439,0.07705427045619066
CLUTHA DISTRICT,scr_push,2026,536.8436572920551,3.503162937645409,0.8839585262500417,0.0353583410500016,0.02651875578750125,0.044197926312502085
