project_active_licensed_weighted_fleet,project_national_diesel_ml,internal_reference_fleet_total,internal_reference_diesel_ml,fleet_difference_vs_internal,diesel_difference_ml_vs_internal,weighted_scr_tractor_count,scr_diesel_ml,def_low_ml,def_central_ml,def_high_ml
31254.997636,203.80001650298792,31255,203.79999999999998,-0.0023639999999431893,1.6502987932653923e-05,4214.002519,52.50002530848554,1.575000759254566,2.1000010123394217,2.6250012654242774
